name,address,Crypto API,Crypto Task,Scheme,balance,compiler,txcount2
CryptoCrystal,0xcec76159cb10f8c110e738809e4ee4b71f1de12e,sha3;,Random Number Generator,sha3,0.1951 Ether,v0.4.23,3700
ActionCompose,0xbe8115cdf67fcbbca3efb2a9ff18bb98eac2308f,sha3;,Random Number Generator,sha3,0.001 Ether,v0.4.21,20736
CryptoAndDragonsPresale,0xac625cbd6d8628f9de1b69a2e057073e0dca0a0d,sha3;,Random Number Generator,sha3,0 Ether,v0.4.19,160
ClownCore,0x9884d4e9b305ad015168e9d6e4400582dce2cd59,sha3;,Random Number Generator,sha3,0 Ether,v0.4.23,11014
ETHERCExchange,0xd8d48e52f39ab2d169c8b562c53589e6c71ac4d3,sha3;ecrecover;,Signature,ecdsa+sha3,10.46542087311866229 Ether,v0.4.20,21784
KYCCrowdsale,0x5de9f32b2665bb2cdc23bfb51b03e2a2985ecc87,ecrecover;sha2-256;,Signature,ecdsa+sha2-256,20.92760000000000001 Ether,v0.4.21,177
DungeonRunBeta,0x06ea256d8a2112aff4f700407e254bae8921811d,sha3;,Random Number Generator,sha3,0.19 Ether,v0.4.19,314
EthealNormalSale,0x64386613c1abc7a2ce3c00765f505c025d10b8b1,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,v0.4.19,56
Etheroll,0x048717ea892f23fb0126f00640e2b18072efd9d2,sha3;ecrecover;sha2-256;,Message Digest,sha3,6.561305780685470408 Ether,v0.4.18,201315
Etheroll,0x048717ea892f23fb0126f00640e2b18072efd9d2,sha3;ecrecover;sha2-256;,Signature,ecdsa+sha2-256,6.561305780685470408 Ether,v0.4.18,201315
Etheroll,0x048717ea892f23fb0126f00640e2b18072efd9d2,sha3;ecrecover;sha2-256;,Commitment(Single Value),sha3,6.561305780685470408 Ether,v0.4.18,201315
Marketplace,0xb3bca6f5052c7e24726b44da7403b56a8a1b98f8,sha3;,Message Digest,sha3,0 Ether,v0.4.21,30194
Fishbank,0xa98ad92a642570b83b369c4eb70efefe638bc895,sha3;,Message Digest,sha3,0.06 Ether,v0.4.21,39783
TulipCore,0x995020804986274763df9deb0296b754f2659ca1,sha3;,Random Number Generator,sha3,93.804175045066613553 Ether,v0.4.18,2151
SportCrypt,0x37304b0ab297f13f5520c523102797121182fb5b,sha3;ecrecover;,Signature,ecdsa+sha3,194.960244961950291591 Ether,v0.4.18,6653
KYCCrowdsale,0xbed45823677e242081f97e2a7c8422f0d9d6b006,ecrecover;sha2-256;,Signature,ecdsa+sha2-256,0 Ether,v0.4.18,317
Mineable,0xea642206310400cda4c1c5b8e7945314aa96b8a7,sha2-256;,Random Number Generator,sha2-256,0 Ether,v0.4.11,4530
PriceFeed,0xbe4a09d4661f631f7e13aa2d5719efc476fb211c,sha3;,Solidity(Selector),sha3,0 Ether,v0.4.18,6213
Oraclize,0x3dbdc81a6edc94c720b0b88fb65dbd7e395fdcf6,sha3;,Message Digest,sha3,2.05056126945095384 Ether,v0.4.15,247
DomainSale,0xc67247454e720328714c4e17bec7640572657bee,sha3;,Message Digest,sha3,0.2385227801 Ether,v0.4.17,2404
AirSwapExchange,0x8fd3121013A07C57f0D69646E86E7a4880b467b7,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,v0.4.17,27832
EtherFlip,0xffc08dd84a66775e6236e0a80ee2f340e0042f8c,sha3;ecrecover;sha2-256;,Message Digest,sha3,0.02418121609716445 Ether,v0.4.11,3967
EtherFlip,0xffc08dd84a66775e6236e0a80ee2f340e0042f8c,sha3;ecrecover;sha2-256;,Signature,ecdsa+sha2-256,0.02418121609716445 Ether,v0.4.11,3967
EtherFlip,0xffc08dd84a66775e6236e0a80ee2f340e0042f8c,sha3;ecrecover;sha2-256;,Commitment(Single Value),sha3,0.02418121609716445 Ether,v0.4.11,3967
WalletSimple,0x5b9e8728e316bbeb692d22daaab74f6cbf2c4691,sha3;ecrecover;,Signature,ecdsa+sha2-256,0.00011 Ether,v0.4.14,10
CallLib,0x1deeda36e15ec9e80f3d7414d67a4803ae45fc80,sha3;,Solidity(Selector),sha3,0 Ether,v0.2.0,1
IDice,0xe6517b766e6ee07f91b517435ed855926bcb1aae,sha3;,Other(VRF),sha2-256,58.082917072466529175 Ether,v0.4.11,25633
IDice,0xe6517b766e6ee07f91b517435ed855926bcb1aae,sha3;,Random Number Generator,sha2-256,58.082917072466529175 Ether,v0.4.11,25633
EtherDelta,0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,sha3;ecrecover;sha2-256;,Signature,ecdsa+sha2-256,"25,070.827742727282779883 Ether",v0.4.9,10257299
_AtlantisToken,0xd72F60b2E7649bBC5835d25e30Ef917f04D9131c,sha3;,Proof of Work,sha3,0 Ether,v0.4.18,31063
SkorchToken,0xd83caa129d9d7080a15d26499733f783eb14e667,sha3;,Proof of Work,sha3,0 Ether,v0.4.24,10457
BancorNetwork,0xf20b9e713a33f61fa38792d2afaf1cd30339126a,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,v0.4.21,23
_0xBitcoinCash,0xe5b9746dfcc2ef1054d47a451a77bb5f390c468d,sha3;,Proof of Work,sha3,0 Ether,v0.4.18,65270
LocalEthereumEscrows,0x867ffb5a3871b500f65bdfafe0136f9667deae06,sha3;ecrecover;,Signature,ecdsa+sha3,86.79244286964 Ether,v0.4.24,40715
ESSENTIA_PE,0xcd85f4fd1c87d6ba898b697c13ded067e5041a32,sha3;,Solidity(Selector),sha3,0 Ether,v0.4.24,15095
EURSToken,0xdb25f211ab05b1c97d595516f45794528a807ad8,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,v0.4.21,1283
R1Exchange,0x353D92db08564500d812DDFD23a668D2F405ED85,sha3;ecrecover;,Signature,ecdsa+sha3,260.169189715485625388 Ether,v0.4.20,2906
FoMo3Dlong,0xa62142888aba8370742be823c1782d17a0389da1,sha3;,Solidity(Selector),sha3,"9,328.947321050493413519 Ether",v0.4.24,170165
FoMo3Dlong,0xa62142888aba8370742be823c1782d17a0389da1,sha3;,Random Number Generator,sha3,"9,328.947321050493413519 Ether",v0.4.24,170165
EToken2,0x331d077518216c07C87f4f18bA64cd384c411F84,sha3;,Message Digest,sha3,0 Ether,v0.4.8,56446
EpicPackFour,0x482cf6a9d6b23452c81d4d0f0f139c1414963f89,sha3;,Random Number Generator,sha3,0.063 Ether,v0.4.24,1937
CryptoSagaCardSwapVer2,0xcc862f25b2f725c0666d67774c47c63c9a3af150,sha3;,Random Number Generator,sha3,0 Ether,v0.4.18,50
Etheroll,0xa52e014b3f5cc48287c2d483a3e026c32cc76e6d,sha3;ecrecover;sha2-256;,Message Digest,sha3,"4,595.836463332779570596 Ether",v0.4.24,115809
Etheroll,0xa52e014b3f5cc48287c2d483a3e026c32cc76e6d,sha3;ecrecover;sha2-256;,Signature,ecdsa+sha2-256,"4,595.836463332779570596 Ether",v0.4.24,115809
Etheroll,0xa52e014b3f5cc48287c2d483a3e026c32cc76e6d,sha3;ecrecover;sha2-256;,Commitment(Single Value),sha3,"4,595.836463332779570596 Ether",v0.4.24,115809
MindsToken,0xb26631c6dda06ad89b93c71400d25692de89c068,sha3;,Solidity(Selector),sha3,0 Ether,v0.4.24,3069
FoMo3Dlong,0x5d0d76787d9d564061dd23f8209f804a3b8ad2f2,sha3;,Solidity(Selector),sha3,9.718244032347710648 Ether,v0.4.24,11126
FoMo3Dlong,0x5d0d76787d9d564061dd23f8209f804a3b8ad2f2,sha3;,Random Number Generator,sha3,9.718244032347710648 Ether,v0.4.24,11126
Zlots,0x2974aa2c025aeac44bb8d284e33b9e7d527f0025,sha3;,Random Number Generator,sha3,0 Ether,v0.4.24,934
EtheremonTransform,0x16ecc82b4e3e5ff5a4db8510ed191282a37639b0,sha3;,Random Number Generator,sha3,3.36 Ether,v0.4.19,947
BREBuy,0x6236634c1e5267a7567b14f4aade9fb1026daacc,sha3;,Random Number Generator,sha3,0 Ether,v0.4.24,2554
BITOXAirdrop,0xe2612b9bc5cc0abf3fd35400cc2e49b3d426c56f,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,v0.4.24,1200
FckDice,0xb83a8ac6900f19d77333e640550bd8830d5fcb26,sha2-256; modexp,Signature,RSA+sha256,0 Ether,v0.8.24,1
Mobius2D,0xa74642aeae3e2fd79150c910eb5368b64f864b1e,sha3;,Random Number Generator,sha3,36.516195982497038328 Ether,v0.4.24,427
BigFishRoll,0x7e2743451b1f3d2849e44cf67164bfe4538fd0f1,sha3;ecrecover;sha2-256;,Message Digest,sha3,4.765645284137553815 Ether,v0.4.20,38
BigFishRoll,0x7e2743451b1f3d2849e44cf67164bfe4538fd0f1,sha3;ecrecover;sha2-256;,Signature,ecdsa+sha2-256,4.765645284137553815 Ether,v0.4.20,38
BigFishRoll,0x7e2743451b1f3d2849e44cf67164bfe4538fd0f1,sha3;ecrecover;sha2-256;,Commitment(Single Value),sha3,4.765645284137553815 Ether,v0.4.20,38
WheelOf0xBitcoin,0x656038e97cee7c095673f7b9fad695b323a6f098,sha3;,Random Number Generator,sha3,0 Ether,v0.4.24,2190
OwnedRegistrar,0xa86ba3b6d83139a49b649c05dbb69e0726db69cf,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,v0.4.25,11
PEX,0xcc152BA543A3942A07E488A29702CA1cB40Ea7e6,sha3;ecrecover;,Signature,ecdsa+sha3,0.58261923815 Ether,v0.4.24,77
EdgelessCasino,0x764280456ae178591e037e36b01f69a52d9327a7,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,v0.4.21,13
Zethroll,0x1fe2401bd6f4de5eff1661086440297baa9a2e12,sha3;,Random Number Generator,sha3,0 Ether,v0.4.25,3945
BondingManager,0xcbaa6ea4886b535fc7abace3f3985ed03b3b80a0,sha3;,Solidity(Selector),sha3,0 Ether,v0.4.18,1
DailyAction,0xEE6BD04C6164D7F0Fa1cb03277C855639D99A7F6,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,v0.5.2,13982
KyberSwapLimitOrder,0x52d35e8f0ffa18337b093aec3dfff40445d8f4f4,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.5.9,150
SuperplayerCharacter,0xaaf592245ee1f5c2f00cd71f5f1d90eb390a096a,sha3;,Random Number Generator,sha3,0 Ether,0.5.1,1312
CloneableWallet,0x989a2ad9acaa8c4e50b2fc6b650d6e1809b9195b,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.5.10,1
TwoKeyMaintainersRegistry,0x8579970692bf77fafeeb017f07dec9a8fdb4893d,sha3;,Message Digest,sha3,0 Ether,0.4.24,1
TwoKeyCampaignValidator,0xaae9c5f1731922e9e6347377abe3349854f0ca75,sha3;,Message Digest,sha3,0 Ether,0.4.24,1
NimbusRouter,0xf4e18A105C825990Bf8681c28560307DF78Ce1A3,sha3;,Solidity(Create2),sha3,0 Ether,0.7.6,98
Synthetix,0x97767D7D04Fd0dB0A1a2478DCd4BA85290556B48,sha3;,Solidity(Selector),sha3,0 Ether,0.5.16,2
HidingGameDistributor,0xd81e97075dbda444ef65db3a96706c679b5311fd,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.6.9,20
MerkleDistributor,0x4ee7c0F5480Eb1EDd8902a5E8b991ed52992d5f5,sha3;,Commitment(Vector),sha3,0 Ether,0.6.11,19404
BridgeBank,0xEcA46baed9fbe8543b5963571aA93762343B7F9F,sha3;,Message Digest,sha3,0 Ether,0.5.16,2
BullrunBabesOracle,0x15E51C63518aB39281E80f9Cd6D70930AD7ea8a5,sha3;sha2-256;,Random Number Generator,sha3,0 Ether,0.6.12,4111
Crucible,0x18cc48140cFeC90CEF0035761D56d2d0ff3a110f,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.7.6,2
Airdrop Distributor,0x5c087cbb48f869f636ff11b385884296146fb505,sha3;,Commitment(Vector),sha3,0 Ether,0.6.12,1
CoinHandlerProxy,0x13000c4a215efe7e414bb329b2f11c39bcf92d78,sha3;,Solidity(Selector),sha3,"4,925.246988817380265882 Ether",0.6.12,1003
MerkleStatementContract,0x0d62bac5c346c78DC1b27107CAbC5F4DE057a830,sha3;,Commitment(Vector),sha3,0 Ether,0.6.11,58
ForwarderFactory,0xffa397285ce46fb78c588a9e993286aac68c37cd,sha3;,Solidity(Selector),sha3,0 Ether,0.7.5,5
BlockSelector,0x98d951e9b0c0bb180f1b3ed40dde6e1b1b521cc1,sha3;,Random Number Generator,sha3,0 Ether,0.7.4,1
Waifus,0x2216d47494e516d8206b70fca8585820ed3c4946,sha2-256;,Message Digest,sha2-256;,"3,407.5 Ether",0.7.1,3576
TransferRegistry,0xc3ca38091061e3e5358a52d74730f16c60ca9c26,sha3;,Message Digest,sha3,0 Ether,0.6.12,30
MerkleBox,0xe67516417a934b27cf0c14868f8165b1bc94bf73,sha3;,Commitment(Vector),sha3,0 Ether,0.6.12,1
UniswapV2Router02,0xCB0cb2d22C529FdC9F6EFff2ED21086104b21a79,sha3;,Solidity(Create2),sha3,0 Ether,0.6.12,155
AccessControlledOffchainAggregator,0xd3fCD40153E56110e6EEae13E12530e26C9Cb4fd,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.7.6,153
AccessControlledOffchainAggregator,0xFFC14A3B26708545BcCf8e915e2e8348123f5460,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.7.6,45
AccessControlledOffchainAggregator,0x7104Ac4abCecF1680F933b04c214B0C491D43ecC,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.7.6,137
BridgeValidators,0x540e698b5fa712a06ea64eb377692a7df7815653,sha3;,Message Digest,sha3,0 Ether,0.4.24,1
ProofOfHumanity,0xc5e9ddebb09cd64dfacab4011a0d5cedaf7c9bdb,sha3;ecrecover;,Signature,ecdsa+sha3,53.979011 Ether,0.5.17,562
ForeignBridgeNativeToErc,0x06f6512a2f08df9f566b0843ee27326a688883b7,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.4.24,1
TokenMapped,0x3c894caf21f18f42d8d06daf26983c4b6a32fc1c,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.6.12,1
Light,0xc549A5c701cb6E6cbc091007A80c089C49595468,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.6.12,11
MerkleRedeem,0x3bf5c0a496E95Be000C724Bc580343Ff2DB346CB,sha3;,Commitment(Vector),sha3,0 Ether,0.6.8,21
AccessControlledOffchainAggregator,0x51aa283a37771B33101e88658C440951ee0AE02d,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.7.6,34
LissajousToken,0x0Ac9f2dde31eEee4fFb3f2DE5578FaE7C97B5755,sha3;,Message Digest,sha3,0.383139953353653451 Ether,0.7.3,18
MandalaToken,0xDaCa87395f3b1Bbc46F3FA187e996E03a5dCc985,sha3;ecrecover;,Signature,ecdsa+sha3,12.18375 Ether,0.7.1,811
Timelock,0x9E8e622e0bA0deE491Fbc42d1Bb12Ab947e2D03B,sha3;,Message Digest,sha3,0 Ether,0.5.16,1
AccessControlledOffchainAggregator,0x785433d8b06D77D68dF6be63944742130A4530d1,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.7.6,15
PerpRewardVesting,0x32c0Fc9Edbae6B81514103991b39d1C2958d4af1,sha3;,Commitment(Vector),sha3,0 Ether,0.6.9,2
YouSwapRouter,0xf80ddd58e040df41c0761566295a8c1b75b30770,sha3;,Solidity(Selector),sha3,0 Ether,0.6.6,374
YouSwapRouter,0xf80ddd58e040df41c0761566295a8c1b75b30770,sha3;,Solidity(Create2),sha3,0 Ether,0.6.6,374
Orders,0x7218d567b671e36c4e6b3257b8919196cf68ff5e,sha3;,Solidity(Selector),sha3,0 Ether,0.7.5,1
MethodVault,0xbe7a52E9067fEc647cc2F795c5c38287E573b4E1,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.7.6,1
PunkBodies,0x837779Ed98209C38b9bF77804a4f0105B9eb2E02,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.7.4,140
ForefrontMerkle,0x63a7bc3689181d3164418204f8fd4055014b572a,sha3;,Commitment(Vector),sha3,0 Ether,0.6.5,759
SoftMinter,0xC8c1B77218645a8a26F752D9e3392D23b4F93849,sha3;,Message Digest,sha3,0 Ether,0.8.0,8698
UniswapV2,0x77Bc1A1ba4E9A6DF5BDB21f2bBC07B9854E8D1a8,sha3;,Message Digest,sha3,0 Ether,0.7.5,1
UniswapV2,0x77Bc1A1ba4E9A6DF5BDB21f2bBC07B9854E8D1a8,sha3;,Solidity(Create2),sha3,0 Ether,0.7.5,1
PartnerRegistry,0xaba1cf56148d57643be41c4cc1b54482c2bfcaea,sha3;,Message Digest,sha3,0 Ether,0.7.5,1
LUSDToken,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.6.11,359
MerkleDistributor,0xcbe6b83e77cdc011cc18f6f0df8444e5783ed982,sha3;,Commitment(Vector),sha3,0 Ether,0.6.12,216
Lib_AddressManager,0xd3EeD86464Ff13B4BFD81a3bB1e753b7ceBA3A39,sha3;,Message Digest,sha3,0 Ether,0.7.6,25
FinalizableGpsFactAdapter,0x8Ab85d3A1816a0d7ECE0F57AF6b27FC3b05532F4,sha3;,Message Digest,sha3,0 Ether,0.6.11,4
MerkleDistributor,0x5d918012f56c7ef4c9b78fca97c126ae13c0f639,sha3;,Commitment(Vector),sha3,0 Ether,0.6.11,774
O3SwapETHUniswapBridge,0x96cfa408ca039d9afea0b8227be741ef52e8a037,sha3;,Message Digest,sha3,0 Ether,0.6.12,2
O3SwapETHUniswapBridge,0x96cfa408ca039d9afea0b8227be741ef52e8a037,sha3;,Solidity(Create2),sha3,0 Ether,0.6.12,2
ForeignAMB,0x5F1E78f12025d8D05920134F4a64DDBDdaa924BE,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.4.24,1
BridgeEth,0xBfB9Edb68a27d50E7cFD703fE1107E4Dd3004dc3,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.8.0,4
ERC20Claim,0x39034dBc4a6b1034e73568A265b3D5E63d4F5E16,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.7.6,229
RelayHub,0x9e59ea5333cd4f402dac320a04fafa023fe3810d,sha3;ecrecover;,Commitment(Single Value),sha3,0 Ether,0.7.6,1
RelayHub,0x9e59ea5333cd4f402dac320a04fafa023fe3810d,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.7.6,1
RollupChain,0xf86FD6735f88d5b6aa709B357AD5Be22CEDf1A05,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.7.6,123
RollupChain,0xf86FD6735f88d5b6aa709B357AD5Be22CEDf1A05,sha3;ecrecover;,Commitment(Vector),sha3,0 Ether,0.7.6,123
Bridge,0x1485e9852ac841b52ed44d573036429504f4f602,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.7.6,0
Token Distribution,0x42b38ca3E09c92CA82FA3659Ca039188A6A076ac,sha3;,Commitment(Vector),sha3,0 Ether,0.7.3,1
MainchainGatewayManager,0x8407dc57739bcda7aa53ca6f12f82f9d51c2f21e,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.5.17,1
WithdrawManager,0x6894E03d6C9Cf815195F25084eFbC3ce2916cbb3,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.5.17,1
WithdrawManager,0x6894E03d6C9Cf815195F25084eFbC3ce2916cbb3,sha3;ecrecover;,Commitment(Vector),sha3,0 Ether,0.5.17,1
Staking,0xc46E213Cc97653A8ac24B005Bc7e20BADaCb91b8,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.5.17,1
Quoter,0xb27308f9F90D607463bb33eA1BeBb41C27CE5AB6,sha3;,Solidity(Create2),sha3,0 Ether,0.7.6,1
AccessControlledOffchainAggregator,0xf4060f80f295b34e0C2471461ba43745Aeb186d6,sha3;ecrecover;,Signature,ecdsa+sha3,0 ETH,0.7.6,9
AccessControlledOffchainAggregator,0xd90CA9ac986e453CF51d958071D68B82d17a47E6,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.7.6,3
AccessControlledOffchainAggregator,0xAe74faA92cB67A95ebCAB07358bC222e33A34dA7,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.7.6,129
MultiCollateralSynth,0x4D8dBD193d89b7B506BE5dC9Db75B91dA00D6a1d,sha3;,Solidity(Selector),sha3,0 Ether,0.5.16,2
EverPay,0x38741a69785e84399fcf7c5ad61d572f7ecb1dab,sha3;ecrecover;,Signature,ecdsa+sha3,1.3840001 Ether,0.8.3,33
IdleTokenGovernance,0xd133552be9724b501e1ee9c257e34e07317b5db6,sha3;,Message Digest,sha3,0 Ether,0.5.16,1
PerpetualTokensAndRamping,0x3FeD7bF5Bf3E738bc30fBe61B048fDcb82368545,sha3;ecrecover;modexp;,Zero knowledge Proof,Plonk,0 Ether,0.6.11,1
PerpetualTokensAndRamping,0x3FeD7bF5Bf3E738bc30fBe61B048fDcb82368545,sha3;ecrecover;modexp;,Signature,ecdsa+sha3,0 Ether,0.6.11,1
Bridge,0x06ca62541955E2330927f0489a957Df211220B04,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.8.0,1
SushiExchangeInteractiveAdapter,0x3b862d6f9ef92D3fF2142EC80A8968895B09127F,sha3;,Solidity(Create2),sha3,0 Ether,0.7.6,1
AccessControlledOffchainAggregator,0x908EDc7E1974Ecab1cA7164424BC4Cac287D83Ad,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.7.6,829
ArchiSwapRouter,0x07F72839D7A71A117fA859cBA643c9291EEba921,sha3;,Solidity(Create2),sha3,0 Ether,0.6.6,1
SequencerInbox,0x04f6BFf0D8491fDc83D0cF0117EDA228532074d1,sha3;,Commitment(Vector),sha3,0 Ether,0.6.11,1
UniswapV3Pool,0xC2e9F25Be6257c210d7Adf0D4Cd6E3E881ba25f8,sha3;,Message Digest,sha3,0 Ether,0.7.6,3
MintGatewayLogicV2,0xd0DA0D062d18cc70BE85Ff94afa880EcEe66EEDD,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.5.17,2
ZkSync,0x14d1658207EA41b7346D4E293Abc79eaD42ac9ff,sha3;ecrecover;sha256;modexp;ecadd;ecmul;ecpairing,Zero knowledge Proof,Plonk,0 Ether,0.7.6,1
ZkSync,0x14d1658207EA41b7346D4E293Abc79eaD42ac9ff,sha3;ecrecover;sha256;modexp;ecadd;ecmul;ecpairing,Signature,ecdsa+sha3,0 Ether,0.7.6,1
ZkSync,0x14d1658207EA41b7346D4E293Abc79eaD42ac9ff,sha3;ecrecover;sha256;modexp;ecadd;ecmul;ecpairing,Commitment(Single Value),sha256,0 Ether,0.7.6,1
AdditionalZkSync,0x70DBf0A0198b114010Cb02Eb0E6acF8A74Cfe0Cf,sha3;ecrecover;modexp;ecadd;ecmul;ecpairing,Zero knowledge Proof,Plonk,0 Ether,0.7.6,1
AdditionalZkSync,0x70DBf0A0198b114010Cb02Eb0E6acF8A74Cfe0Cf,sha3;ecrecover;modexp;ecadd;ecmul;ecpairing,Signature,ecdsa+sha3,0 Ether,0.7.6,1
AdditionalZkSync,0x70DBf0A0198b114010Cb02Eb0E6acF8A74Cfe0Cf,sha3;ecrecover;modexp;ecadd;ecmul;ecpairing,Solidity(Selector),sha3,0 Ether,0.7.6,1
StakingRewardsDualV4_FRAX_OHM,0xfC77A420f56Dec53e3b91D7FC936902e132335FF,sha3;,Message Digest,sha3,0 Ether,0.8.4,7
DODOV2,0x7de19ddaaf2947f8db18a37862c8441e60016154,sha3;,Message Digest,sha3,0 Ether,0.7.5,1
TurboVerifier,0xbc87b0ccdd7e5a064051ae9aeece2ca6617d8675,sha3;modexp;ecadd;ecmul;ecpairing;,Zero knowledge Proof,Plonk,0 Ether,0.6.10,1
WePiggyNFT,0x68ad300954e0750138CDc1dA93AA40dDf217303C,sha3;,Commitment(Vector),sha3,0 Ether,0.6.12,2
LimitOrderProtocol,0x3ef51736315F52d568D6D2cf289419b9CfffE782,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.8.4,7
MerkleDistributor,0x459beef3c5Bd5D1E66de93AC908E278ee2488F14,sha3;,Commitment(Vector),sha3,0 Ether,0.7.5,1
GUniPoolStatic,0x67092Ab1C3dAC772fF15F823Eb48cB63f087B691,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.8.4,1
Staking,0xC3d14a6E96bcbd7915B940504537Ab9A4CA1E55c,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.7.4,1
InstaMerkleDistributorLM,0x3b9AE61b9feaCBa6C2f58D73aA484D671900bFb4,sha3;,Commitment(Vector),sha3,0 Ether,0.7.0,1
UniswapExchange,0x91b2d9bf9b995c0bece573b5406ebf2dd611de17,sha3;,Solidity(Create2),sha3,0 Ether,0.5.17,10
HDPunks,0x3e86e26915403ae0e1cff7e7b23377b3a30104a0,sha3;,Random Number Generator,sha3,36 Ether,0.8.4,273
SagaPersonalMinter,0x6021883B8BdBeb7ED9Cb0016502540A9969A296e,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.7.3,3
Part,0x0f3b491841680eb40Bd2Be42Bce7104F2511dbD9,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.5.2,3055
SPACEX,0x42f024a6725ab5323ac4d3fc25da469a566351fa,sha3;,Solidity(Create2),sha3,0 Ether,0.5.17,9
UniswapV2Factory,0x115934131916C8b277DD010Ee02de363c09d037c,sha3;,Solidity(Create2),sha3,0 Ether,0.6.12,25
usdcMerkleDistributor,0x9E1FDDcfCF7c0917371497AC24d27dB764aAE0FE,sha3;,Commitment(Vector),sha3,0 Ether,0.6.12,2
UniswapV2Router02,0x03f7724180AA6b939894B5Ca4314783B0b36b329,sha3;,Solidity(Create2),sha3,0 Ether,0.6.12,76789
Registry,0x33e71e649abdc09f650ad44139674828a2075ad2,sha3;,Message Digest,sha3,0 Ether,0.5.17,12
AMMWrapperWithPath,0x4a14347083B80E5216cA31350a2D21702aC3650d,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.6.12,1
UniswapV3RouterFork,0xca88dfe8ad58b350677aa0dd4dea2aec7e675004,sha3;,Solidity(Create2),sha3,0 Ether,0.7.5,1
UniswapExchange,0x2c5d4b25a0f232f315c1186ac4c04d95649796b1,sha3;,Solidity(Create2),sha3,0 Ether,0.5.17,8
OaxacaProtocol,0x6d58686571ba831947869c326825b60d99a20c1c,sha3;,Random Number Generator,sha3,0 Ether,0.5.16,15
TokenDistributor,0x0dcdc346adf5a808f8e683c31ba89fa6c6e5775d,sha3;,Commitment(Vector),sha3,0 Ether,0.6.12,3
TokenDistributor,0xd1fa5aa6ad65ed6fea863c2e7fb91e731dcd559f,sha3;,Commitment(Vector),sha3,0 Ether,0.6.12,3
TokenDistributor,0xa4a3603000f5495f924a5c474af67622b6b9c8fa,sha3;,Commitment(Vector),sha3,0 Ether,0.6.12,7
MorpherState,0x1f426C51F0Ef7655A6f4c3Eb58017d2F1c381bfF,sha3;,Commitment(Vector),sha3,0 Ether,0.5.16,1062
MerkleTokenVesting,0x8d52c3bac5FA670B8A1e8d370C00a086946C54bB,sha3;,Commitment(Vector),sha3,0 Ether,0.8.3,1
MerkleDrop,0xdc509ab3931bd413f7eed42c6d45882b73ec64fd,sha3;,Commitment(Vector),sha3,0 Ether,0.8.6,1
PixelGlyphs,0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6,sha3;ecrecover;,Signature,ecdsa+sha3,0 Ether,0.8.0,35
